essay_id,essay,human_score
801,"Dear Newspaper people, @CAPS1 you might heard on the @ORGANIZATION1 new, more and more people thing computers are the benefits of society. I personally agree with them. I think that theyare making people missing out of new things, missing out of meeting new people, and looking out on exercize. Time flys by fast. Things can fly over your head and you might not notice them. Have you ever ben on a computer for an hour. It might have felt you were on for @NUM1 minets. Many people ben on it for a hole day. You could of missed a year of stuff. New things like the new ipod nano with camra be invend and you would of not known. Also, the ipod. You could down load books andd read them on there. There also new things to try like jumping art of a plain or bungy jumpimg. You could be going to new place around the world. Traveling to @LOCATION1, @LOCATION2 or even under water. Even going to @LOCATION2 and having a melting, warm, right of the oven tayst cheese pizza. My mouth is grulling for just thinking about it. How many people do you know. What about on facebook or myspace. @CAPS3 not you should go to the park. Meet some people. Just going to a family house, you can be interacting. Everyone should be interacting with someone. Even two year olds need to interact with other two year olds. Thats they learn how to share @CAPS2, your not two anymore but its good to know someone. Learning how others think too. You @MONTH1 think your way in good and the other erson way is not. Thats called interacting talking about it. @CAPS1 you might see on news how many familys have someone in the familys having weight problems. Meny shows like biggest losers @CAPS3 it chanels are trying to help these people lose weight. But what cams this? It could be not eating right, or not excresing right. But the problem could do with computers. Many people are spending @NUM2 mins on the computer, than @NUM3 excersising. Just a quick walk around the lock can make you lose at leat @NUM4 callories. Other might rather stay on the computer and gain @NUM4 callories. And some deaths are around by a heart attack. This @MONTH1 caused by plack billed up or weight going. In sted of reaching for an apple many americans reach for that foods. I think we should still use computers but cut down the rtimes we use it and exercise and eat more. You might think after reading this letter. Thinking people wont lisen about excersing and meeting new people or palces. But, the one thing we can do is to at least insire one person. That person can inspire another person. This can go on and on. Little by little we can help people what they can do with out using an computer.",9
827,I think computers have a postitive affect on people. Computers are very important to society. You can still interact with Your Family and friends either in @CAPS1 chat or @CAPS2. Computer are also helpful for applying for @CAPS3 like you can look for @CAPS3 you like. You can do @CAPS5 exciseses and useful for @CAPS5 essays. If you have a laptop you can bring it anywhere you want you don't have connect anything it take wireless and you can connect to the @CAPS6. You can look up stuff on the @CAPS6 for your homework and other stuff. Buy things without having to go to the store. These are reasons why computers have a postitive affect on people.,6
849,"Dear, Local @ORGANIZATION1 paper I do think that computers benefit society, because if a student needs to write a report europe their going to weell. A computer to give the quier accesible information is do there project at home. Computers are great ways to meet people online so that you stay social and not. They also teach hand-eye-cordination. So you eyes are beter their seeing nothing. I also think computer benifits society because it could get student motivated in passing there test or passing the school year and getting the to use it. Computers are also a great of knowledge and can get kids to be better on a subject like history, or science, you should agree with me because local @ORGANIZATION1 papers got there information off the internet sometimes and with our computers @ORGANIZATION1 would be slow and. Computers also have positive effects on people because it teaches them the dangers of things and they could be more and, and computers give finger strongly gripto be a lot faster, and computers are the fastes way to know about the @ORGANIZATION1 or about the wether, like if there wits going to be a snow storm you could check if you got school.",7
860,"Dear @CAPS1, More and more people do use computers, but it is not a bad thing. Student come home from school tired, bored, and doesn't want to go outside and exercise. Students would rather go on the computer. When students go on the computer they can chat thier friends, listen to music, or learn about distant places. Firstly, students would chat their friends on the computer. When it is winter, students can't go outside and exercise. Students can grab their laptop, and go on their warm and comfortable table bed to chat friends. Maybe a friend can help with homework. Going outside in the winter can make students sick and miss days of school. Secondly, students like to listen to music. Music is an important part to a student because music lyrics can express themselves. Students @MONTH1 be dancing to their favorite song. Dancing is exercise and adults do say we need more exercise. Also students can play very soft music than not doing homework at all. Thirdly, students can learn about distant places. When I am on the computer I type in www.google.com and want to learn about a place where I want sto visit other student might want to learn about places they've never visited. Italy, france, @LOCATION1, and much more places people would want to visit. They would want to learn about places before ever go. In conclusion @CAPS1, more and more people go on the computer, but it does not have to be a bad thing. Yes, students should go exercise but all the time. When students go on the computer they can chat with friends. Secondly, students can listen to music. Thirdly, they can learn about distant places. @CAPS1, it is not a bad thing that students go on the computer.",8
872,"Dear @CAPS1 or @CAPS2 The purpose of this letter is about how computers have changed our lives for the better. They have improved our society. Changed our way of life and have made things easier. I am a firm beliver that computer were one of the greatest invention of all time. Computers have had a very vital and positive impact on society. For example, education has vastly expanded since the computer. Both teachers and students have benefited. Students can now search the intrenet and learn about different places, things in history, how to read and write bette, etc. Also computers have been a major part in entertainment. From reading online news to watching movies and listening to music computers entertain all of us. And computers help us connect with friends and even meet new people. Aside from that computers make life easier. People can get degrees from learning online learn another. Research as also easier than is to computers you can just about anything than to computers. Some people say computers stop people acting with family but infact facebook you can still. Computer have also ourlives. From helping small buiness thrive by making it easier to make and recieve orders to help spread information globaly computers make this all possible. As I have shown computers have benefited society and have had a positive effect on human beings from educating individuals to staying in touch with relitives, computers have made their mark on improving the way we live. I hope this letter will help show you that computers are a necesary part of the twenty first century.",8
896,"Dear local Newspaper, This is a letter about how I feel about the effects of computers. I think computers are great you can, interact with family and friends, learn about things going on around the world, and it could help you with school work. First I would like to say that you can interact with family and friends. You can just go on facebook, @CAPS1, or,myspace and talk, send pics, and comment on other peoples things. There are many groups you can join too, wich allows you to talk to other people and meet new friends. You can also interact with your family if they have a facebook or @CAPS1. The second reason why computers are not bad is because that there are many websites that you can find different information like science, math, history and all that kind of stuff. There are alot of different topics you can learn. You can find information from the weather to where your family history comes from. My last reasoning for thinking this way is that many kids do their homework on computers and if people are saying that computers are bad than the parents are not going to allow them to use the computer for educational purposes like homework and projects. There are many other reason why computers have a positive effects of people. But interacting with family and friends, learning about things around the world and your education depends on computers.",8
929,"Dear @CAPS1, I believe computers are a huge benefit to society. I myself have a computer; it is very important and useful to me. Over @PERCENT1 of the families in our town own at least one computer. Computers are a great source of information. They also allow you to talk to people, even if they are far away. They are also very convenient and easy to use, in mu opinion. Based on these positives, @CAPS3't you agree with my opinion? Computers are a great source of information. Unlike books, which you must find and buy, there is an enormous amount of information just a mouse click away! With computers, you can learn about far away places and people without having to visit or talk to them. Let me compare this to a book. Let's say you wanted to do research on @PERSON1. You would have to go to the library and search for a book about him. And what would you do if you couldn't find one about him? With a computers you could type ""@CAPS2 of @PERSON1"" into a search engine and receive of information in under a minute! I love saving time, and computers help me do that. They also augment the information I use. Another astounding development in computer technology is that you can talk to other, no matter where their location is. Email is extremely faster than writing a letter. having to pay to travel. Who @CAPS3't like that? Computers are very convenient. You can surf the internet, talk to people, and much more from the comfort of your bedroom. There are jobs that you can do from home on a computer. No need to go anywhere to work. My uncle is one of those people. He is s stockbroker, and operates his whole job from the computer in his house. It is a convenient and a well-paying job. I asked him what he thought of his job. He said, ""I love my job because I can work when I want to work, and from the comfort of my home."" @CAPS3't you want to have his job? I would most definately. In conclusion, computers are very beneficial to us. Did you know computers were first invented by @ORGANIZATION1 to perform calculations that were very long? Look at what they have involved into @DATE1. They bring us information at amazing speeds. They let us talk to people all over the world. They are very convenient. These are major benefits to society, and everybody should embrace computers.",10
946,"According to the @ORGANIZATION1 govermant @PERCENT1 of @CAPS1 spend @NUM1 hours or more on a computer a day. A study shows @CAPS1 are't getting enough exercise, aren't spending enough time with fmaily, aren't enjoying their lives. Right now people would rather be on the computer then doing other stuff.Since more people have been using the computer those people heven't enough exercise. Now @PERCENT2 of @CAPS1 have gone obese since they have always been or the computers, @CAPS4 year a @CAPS6 was fit and healthy, but when a friend told him about a website within the @CAPS5 @NUM2 minutes. After @NUM1 months, the fit and healthy @CAPS6 became obese. The @CAPS6 would always have junk food when @CAPS7 was on the computer. when @DATE1 came, @CAPS7 tryed out for his school baseball team. @CAPS7 didn't make it because @CAPS7 was out of shape. After that happened, @CAPS7 went to his old ways by eating healthy and exercising. Now that @CAPS6 is in shape for any sport @CAPS7 plays. Next people aren't spending enough time with their families. A lot of jobs require people to be on the computer. When that happens a person will forget whats really important to them. A couple years ago, a @CAPS6 was going to have the biggest game of his life. It was the championship game. @CAPS7 was reminding his dad about it all. When the gone was about to start, the @CAPS6 looked into the crowd for his dad. @CAPS7 didn't see him at all. The @CAPS6 was just think his dad was. after the @CAPS5, @CAPS7 looked again, but now @CAPS7 was sad. His own dad wasn't at the game. His team @CAPS4 the game. Now his dad doesn't miss a thing since @CAPS7 doesn't go on the computer as often. Finally, people aren't enjoying their lives they would rather be on a computer than doing stuff they like. One @CAPS6 used to always play basketball with his friends when @CAPS7 started to go on the computers, everything changed people would ask him to play, but @CAPS7 would say no. The computer was the only things that mattered. When the @CAPS6 tryed out for his @CAPS8 school @CAPS7 didn't make it because @CAPS7 forgot how to play. When that happened, @CAPS7 stopped using the computer and went back to basketball. now when @CAPS7 tries out., @CAPS7 makes. It's now or never to decide either waste your life on a computer or live your life. I would rather live life than be on a computer.",8
955,"I walked outside to get the mail and newspaper. I saw the front page talking about computer. An article said, too much computer using. I though there wasn't going to sell more computer but, it said that people are using computers and are not exercising much. I think that people are not going to have a hard time quitting to use their computer. I had a friend that didn't know how to use the computer. He past his hour playing outside. In the @DATE1 he tries out for @CAPS1 baseball. He is a very good athlete. He does grate in school too. Others people without a gob are not looking for something 'to do they are at the computer everyday. When they should be doing work around and inside the house. Peoples with computers shouldn't be all day like these friend my friend haves is using his computer everytime he comes from school. He don't do his homework on time. Every time he doesn't want to go out and exercise his mind or get a little bit of sun he sometimes don't eat so he should give his brain a rest and do physical things that will help them. Other person such as the computer workers should write a note to people with computer saying how computer can be addicted to people and maybe realize how much often they should use their computer and was using it to go to get information and to collage. She started to use the computer to chat with people and ended up using the computer a lot and not going to collage. I believe that computers are an major impact on people. People should be going about to have fun get sunlight not staying at the computer all the time. Many adults don't use the computer is most the teens and kids. People should go to the gym and build strong muscles. They should stay away from computer for a time. Agains computer would be the right thing to do.",8
991,"@ORGANIZATION1, @CAPS1 my name is @PERSON1 and I am writing to you because, I want to inform you about the benefits of having computers. I think that having computers is a great way for kids like me to learn more about things in the world. Having a computer also helps people in need and also inform people about far away places in the the world. I beleive if it wasn't for computers we wouldn't really know that much about our world. Computers also help us to send emergency messages across the world in @NUM1. Some people do not think that computers have an effect onour society but I for one think computers have a very positive effect on people. people also think that computers make people spend less time exercising, but I believe that it actually helps people to exercise because you can go gives different exercising techniques. In conclusion, I think that computers have a positive effect on society.",6
1037,"Dear editor of @ORGANIZATION1, I am writting this letter to you @CAPS4 I think people are not getting enogh exercise @CAPS4 they spend so much time on the computer and they are going to websites here are some things that I want you to write about so people can and @MONTH1 be aware. My first reason I exercise why this @CAPS4 so many people spent so much time on the computer they don't get they don't walk. They sit and want message their frends @CAPS1 day. Not worrying that they are ganning @CAPS2 and @CAPS3 A on their heart @CAPS4 of the @CAPS2. @CAPS4 of this it can @CAPS5 to heath @CAPS6 things could you can't do @CAPS15. m @CAPS7 reason @CAPS8 @CAPS9 websites to moral kids @CAPS10 @CAPS11 things they Are not suppose see when kids have free @CAPS12 computer excise the thing wen let me @CAPS11 this can @CAPS10 @CAPS11 @CAPS14 sites, gunsites, @CAPS15 to a things can make something they @MONTH1 really hurt someone or maybe even themselves. Kids try to learn @CAPS15 people talk like @CAPS16 websites things that they are not able to and over they can see Are @NUM1 on @CAPS16 @CAPS18. My third reason chat sites Places to get some attension They will @ORGANIZATION1 things they are not suppose to the @NUM2 year oldd man here some things to write are doing and please monitor them as much as you can to prevent this.",8
1087,"You say that computers are bad on todays society? @CAPS1 I'm here to prove you wrong and tell you that they can actually benefit todays society. Maybe some kids don't have phones, so they can go log onto facebook and do everything a phone has to offer and more. School. School. School; so many homework assignments and projects are assigned, and using computer programs help alot and give that proffesional touch. And how coud you forget 'google' the most famous online system, that everyone loves you can do just about anything with that page. So computers bad for society, think again and listen closely. blc computers have just benifited us more than ever. www.facebook.com, that is one of the most visited pages on the internet for all different ages, it deffinetly benefits you. Logging on and seeing your friends profile's newest updates on pictures, videos and life, you get every little detail using facebook. And I you don't have a phone, no. wornes, facebook has a chat system, so you and friends and relatives can talk, or maybe theirs a family party comingup you can get inboxed on all the information, and visit the relatives homepage and see how theyve been doing. @CAPS3 you haven't logged into facebook yet, you deffinetly will now! ""This project will be done on the computer,"" how many times do you hear a teacher says that, almost everytime youre given an assignement! @CAPS1 windows and @ORGANIZATION1 programs will really benefit you in your need for school help. Lets say you've been assigned a project to create a product commerical in computer class, you can hop right onto windows movie maker and get all the help you need, and you'll have the ability to create you project right on the program so it looks and sounds professional. One program you can always use throughout life for presentation is 'power ', In my history class we were assigned a famous person from the @DATE1's and were to do a presentation; @CAPS1 when I got my assignment I went right to powerpoint and got a great grade! lastly the known, @ORGANIZATION1 word! used for all kinds of projects or homeworks and espically writing papers or short stories, having spell check, youre garenteed a good grade! Google! Everyone knows it and everyone loves it. This web hit canbe used for just about anything. From searching pictures and information for a school projects, watching videos of songs, friends, or tv shows that you love or wonna check up on. to looking at websites. Some say the @CAPS2 holds people from exersising, but google can shows you videos of special work outs or websites on healthy eating or an on exercise group or fitness club, so now you see the internet benefits us tremendously! ""Have you change your mind? have you listened closely?"" @CAPS3 so your life just become a whole lot easier, by using facebook, for social ability, @ORGANIZATION1 and windows programs for school, and google for life and health, you have just benefitted from my writing and from using modern technology, the computer!",11
1111,"Being a teen myself, my computer is something I don't think I would be able to live without. But is it holding me back from more important things? I think so. I feel that not having computers will in a way educate people more so than now. For example with school research papers we imediatly go to the computers in order to find information when we could be using books and magazeens. With having the use of computers many people don't properly know how to use and find information in books. Also being around computers and using them so much is pulling families further apart and stopping humans from being more interactive with nature and the environment. For many people using a computer is a life style, it's something we tend to use more than religiously and that @MONTH1 not be the best thing. Children, teens and even adults get extremly addicted to computers. Teens and children use laptops and @CAPS1's everyday in order to do their school work, and to talk with friends. As well as parents/adults, they use it to get their work done and use it as a easy communication with co-workers. To this very day people have become very addicted to computers. I know for certain that in my family, my mother, nor my father, nor my brother, nor I could go through a day without using a computer. As I mentioned before computers are also pulling families further apart. There is less family time and comunication between family members these days, due to computers. Insead of spending time with the family, teens prefer spending time on the computer chatting with their friends. I bet if there was a poll was taken on how much family time has been taken away in households because of computers I almost garentee it would be quite a large amount. I know the only true family time some families have without computers is dinner and that isn't much. Lastly many humans are not as connected to nature and as involved as they used to be. Using computer keeps people inside and not exposed to nature. Though there many advertisements and pop ups on the computer that inform us about how to take care of the earth properly, we so easily ignore them and remain playing on the computer than going outside and doing something to help make the world a better, clearer place. Not only is it just taking care of our earth, but it is also the fact that not many people these days go out and get the fresh air they need as much as they really should. Most likely not all of that is due to the use of computers, but I bet a great deal of it is. Like I said before it is super hard to imagine a day without a computer, I mean how would we communicate or do our work? But there are trulthfully other ways to do them that we just aren't very used to because of the fact that we are so attatched to them. I never really noticed till now that it is possible to live without a computer, and that so many people are missing increadable things such as family and nature because we are so addicted to the computers.",11
1113,"Click, click, click the mouse of a computer goes as you are searhcing throughout the internet. Computers are a great way to teach kids how to be social, make people more intellegent, and help you with your homework, I believe that computers have a very positivr effect on people. Computers can touch kids to be social because first off computers are like an online phone, you can talk to people in so many ways, facebook caht, aim(chat),, myspace, twitter, skype, and a lot of others ways that i havent mentioned. Also I think is a teen or kid or even adult that is too nervous to talk to people on the phone or in person, and is socialy not their or painfully shy can start of by just chatting with people online. Once they feels more comfoatable, then they can start talking to the person on the phone or in person. For example, I once @MONTH1 this girl who was very sweet, but was painfully shy and everyone for it, so one day she decided to make an aim nad talk to poeple on it, and provove that she isn'e a annoying wherd girl that everyone makes her out to be. She turned out to be one of the nicestly funniest person I ahve hung out with in a while. Which how internet can help you. HAve you ever felt that computers sometimes make you more intellegent? Well, in my opinion I think that computers help out so much more than a book. If you want information its just about typing some keys and a click of a button. Ahving a computer is like your own personal handbook of veerything in the world. A lot of people these days study from the internet, I know I sure do. Statistics show that @PERCENT1 more people say, that computers are more helpful than books and can make you a lot more intellegent, because the internet has so much more deatil than books, and mor efacts. @PERCENT2 of kids that have a computer use it for homewrok. Computers is a great tool to use while you are doing your homework. I spend most of the day on my computer doing homework than off it. For example, say you have a report and you need facts on @CAPS1 @PERSON1, and where he was born. You would jus type in, ""when was @ORGANIZATION1 boen."" and born! There it is with the date exactly. Also if you having a piece of writing like your rough draft so why spend the time trying to write really neat and perfect? When you can just open up a word document and type it up. To sum everything up computers have deffenatly a positive effect on people from these three reasons, computers are a great way to teach kids hohw to be social, make people more intellegent, and help you with your homework, But I understand where your coming from people are spending way to much time on their computer and less time exersising, but you can look up great ways to exersise on the internet and watch videos of people that have @CAPS2.V shows about exersising and do it with them on the computer. Remember, computers aren'@CAPS2 just a waste of time and way to will your brain cells. they have a very positive effect on you. ",10
1120,"Dear editor, I have heerd about me advance in technology dispute. I would like to say their I think it does benef it our society. I think this because: You can communicate with friends, they help you with school and a reliable resource for you need to find. Please read on so I can explain my reasons. Computers and technology benefit us in many ways. One of mom's they able you to talk to friends. Computers give you an easy and fast way to communicate with others. Instead of sending a boring letter that takes forever to get there, you can hook up with your friends, you haven't seen in a while. I remember when my friend moved to @LOCATION1. It would of taken me forever to there, so instead I went online and talked to him. Also, lastly, it less your hand. Now please read on for my second reason. My second reason . Computer are a of looking in many different take days. You can go online and find everyone, in ten minutes. In fifth grade I had to do this really hard project. I looked in books @NUM1 days and find. But then looked up everything I needed to known in an half hour. Lastly, they have more success. If you go on in @ORGANIZATION2 you could find hundreds of on one topic. Easy right? New read on for reason. My last and strongest reason that technology can help you find anything in everyday life. Computers can help you find your way. They supermarket for you. They can help with anything. One year I went on vacation to @LOCATION2. my mom move. So got lost help. Na, if we gotten difference have nevir pickel. Wouldn't you be more confident if you had ? Computers can a lso find for places for you an your friends or family to have fun like it couldn't find places never heard of. Such as @ORGANIZATION1. Now need on so can all up. So, as you can see technology, benefits our society in a big way. Mostly in these three reasons: You can communicate with your friends, they help you in school, and they are a reliable source for everybody life. i hope you have enjoyed rading this. Please take this info your next . thank you for your time, and thank you for reading my paper.",8
1136,"Dear Local Newspaper, @CAPS1 you know that more than half the students in the world use the computer to study. I think that people don't spend a lot of time on the computer. And even if they are it's for studying learning of catching up with old friends. Here are some reasons why I think that computers have good effects on people. Most kids use computers to learn about things they are doing in class. And they also use the computer to study about a country or a person they are doing a report on. Also there are games on the computer that can help you with math. Now onto my secod reason. You can also use the computer to send emails to friends that live faraway, and also you could use things like facebook to find friends that had moved away. And you could also use a video camera to video chat with a friend or if you are a business man or woman you could videochat with clients all across the country. Now onto my third and final reason. Computers also have applications like microsoft word which lets you type things such as essays or term papers instead of having to write them out by hand. Also there is an application that lets you make a powerpoint if you need to make one for a project. And there is an application that lets you paint pictures or draw pictures. Those are some reasons why I think that computers have good effects on people. If we didn't have computers the world would be very different like kids wouldn't be able to search things for projects or type essays. And you wouldn't be able to keep contact with someone who moved away. Also you wouldn't be able to make power points for projects. And that is why I think computers have a good effect on people.",8
1141,"Dear @CAPS1, More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology belive that computers have a positive affect on people like me. They teach hand-eye coordination, give people the ability to learn about faraway places and people, they even allow people to talk online with other people. I will tell you why we should benifit these computers. The first reason is computers teach hand-eye coordination. You can learn how to type really fast. Without hand-eye cordinatoin how are you supose to hit a ball coming at you with a bat, how are you supose to catch a ball with your hands? The second reason is you can learn about far away places and people. Like how we are in the @LOCATION1 and we want to learn about @LOCATION3 or say that we are in france and we want to know about the german people are look it up we dont go all the way down there jest to see the german people we look it up. Now think about it you jest going to fly there and come back the same day. The last thing is you can talk online to anybody you want from africa to the us all the way to @LOCATION2. So you see computers are really speacial becus you see you dont want to write someone amillion things it is not right so we need computers.",6
1144,"Dear @LOCATION4 @ORGANIZATION2, Computers are a great invention but people are starting to dislike it. On the hand, I believe the computers put positive effects on people. First of all, they are a great way for kids to have fun: @CAPS1, people can learn very interesting facts. Lastly, it is a great way to communicate with friends and family. These are a few reasons I think computers put a positive effect on people. To begin with on a computer you can have a lot of fun by playing games. The computer saves money for a lot of us. For example, if you bought a game system it would cost well over @MONEY1 but on a computor you can find and play games for free. Not all games have to be like ""@CAPS2 of @CAPS3"" or ""@CAPS2 of @CAPS5"" they can be games about sports. Supose one student broke his leg and he love playing soccer. He could just on the computer and play a game of soccer even though he has a broken leg. People can @CAPS1 learn various facts right from their computers. The most important thing that computors are made for is to learn new things. No one in the @CAPS2 knows everything, but if every one put what they know into the computer than people can get learne any thing from them, I remember @CAPS6 my friend once told me about some guy named @PERSON2. I had no idea who he was so my friend started laughing at me, @CAPS6 I got home I searched him up and by the time I was done reading about him I knew more than my friend about @PERSON2. If he ever have a question in class and our teacher can't answer it he/she always tells us to either ""@CAPS7"" it or ""@CAPS8"" it. They both are search engines. Not only can you learn a lot from computers you can @CAPS1 communicate with people from different countries. What if @PERSON1 did not invent the telephone? How different would our life be me right now? Anyway most people use the computer to communicate nowadays. Whether it @CAPS9 or @CAPS10, or whether its @ORGANIZATION1 or @CAPS11 all are a great way to communicate with people. With tele phones it costs money to talk with people in a different country, but with the roputer it is absolutely freen. You could be living in @LOCATION1 and chatting with someone in @LOCATION5. You could live in @LOCATION2 and email someone in @LOCATION3. Communication every where is fast and easy with the computer. My whole family lives in @LOCATION6 and it costs us twice as much to make a call there. @CAPS6 we use the computer it is even better because they can even see our fare throught the webcam. As you can see, computers are not negitive at all for all I know is that help people around the @CAPS2. They help kids have fun with the games we can play. @CAPS1, it teaches children and adults various now things. Lastly, it is a great communication strategy. I hope that you put those reasons in our local paper so every one can see how computers have a positive effect on people.",11
1150,"Dear The @CAPS1 @CAPS2 @CAPS3, Computers are a great piece of technology. Computers are great for many reasons. Three of these reasons are pleasure, convienience, and education. I believe that these three reasons are the main reason we use computers today. One reason we use computers is for pleasure. On certain websites, you can talk to friends, see what your friends are doing, you can even video chat with them. Also, you can watch movies, @CAPS4 episodes, and videos. In addition, you can listen to music, play games, and check sports scores. I strongly beleive that pleasure is one of the main reasons we use computers today. Another reason why we use computers is convienience. Most people in @LOCATION1 have a computer in their home. Computers are convienient because you pay bills on the internet. You email co-workers about jobs. In addition, computers can help people create websites so their their buisness is more noticeable. As you can see, computers are a very convienient piece of technology. The final reason why we use computers is education. On a computer, you can learn just about anything. You can learn about @CAPS5 history, sports, you can learn about current events in the world. Computers can help you study, take notes, and helps do your homework. When I have a project, I always use the computer to find important information about the topic. As you can see, education is the most important reason why we use computers. Now, I think you understand how computers are important in @LOCATION1's education, pleasure and convienience. I hope you listened to my opinion on computers and I also hope you continue to tell people how great and important computers are.",8
1172,"More and more people use computers, but not everyone agrees that this benefits society. I feel that those people that think computers do not benefit society, are right. I feel this way because people need to start exercising it more, and interact with family and friends. Also, should enjoy life. Please read on to read in detail, as to why I feel this way. Firstly, those who are always on the computer need to exercise more, they need to exercise to stay healthy and strong. If they don't, they will most likely eat more and gain a lot of unwanted fat. Also, some of them don't even exercise at all. Secondly, they don't interact with their family and friends as much. Those people tend to probably argue with their family because they had to get off of computer. When you fight with people you want to gey away from it so you go back to the computer. It's not healthy to be on the computer for long periods at a time. Lastly, they should enjoy life. See the world through their own eyes. Party with friends and family. Go to college and do something with their lives. They need to enjoy things how they originally were without any computers, ipods, or even cellphones. In conclusion, the reasons I feel this why are because people need to exercise more, and interact with family and friends. Also, they need to enjoy life. I hope you understand as to why I feel this way.",7
1173,"Dear @CAPS1, I believe that computers are benefitual to society. This because computers do tasks such as helps research, communicating with others, and has fun games and websites. Computers are really great sources for whatever you trying to do. Honestly, a @CAPS2 without computers I wouldn't know what to do. Computers are like digital encyclopedias, which has just about all the information your looking for. Computers have databases or websites design to have with research just as the do. Say that you have a essay due tommorrow and you need quick and valid information you can simple go to @CAPS2 @CAPS3 @CAPS4 which is a computer database. Your end up with saild facts to help with your final draft. So, you wouldn't have to go that far to research. Communicating is something else the computer helps with. For example email and @ORGANIZATION1 is a way to communicate. Email is where you can send a message and a wait a reply while on the other hand @ORGANIZATION1 @ORGANIZATION1 is where you get @ORGANIZATION1 replys. The latest thing in the communicating @CAPS2 is video chating. This where the person your chatting with can hear and see exactly what your doing. This is useful for families who life a good distance from each other. Computers play many roles and being used for fun is one. the @CAPS5 has many fun gaming websites such as @CAPS6.com miniclips.com, and @LOCATION1. This websites help take your mind off a bad day. You can also buy computer games for your computer. A very popular game is The @CAPS7. This game is base around your charater and the life you chose for it to live this game can take you to mother place where all your stress just fade away. So, computers betters society in many different ways. A few include research, communication, and to have fun. The computer is a very enhanced tool to enrich ones life. Computers take on difficult tasks and usually succed. So, computers are truely one thing we need.",8
1208,"I disaree with computers are for you becau if one you don't do nothing this you can meee bad people three you can in samething bad. So if you want to know what happen next you will have to keep reading on. Reason are you do nothing because people need to now and because evebady have to lost thing son thing. But if you keep doing nothing ever day your bady will all used to doing fun you can't move or walk. Reason two you can meet dad on the computer becauce people can not tell you all the thing you want to know and they can be doing thing that not ok and they can be want by they can be filters. Reason three you can all in something bad becauce you can be takeing to you and you say something about your self and they are about something hav and you don't know they use you for something you don't know now tell someone can to you and say you all in why but they tell you so being on the computer far a long time can get you in something big. You don't do nothing, you can had really now you can in something bad. Now you know why being on the computer far along time can be bad. Now what will you why you that side. P.S. thin I you for taking so are time reading this.",7
1212,"Dear Local Newspaper, @CAPS1 home computers is a good thing for many reasons. One reason is because people can use computers to learn about other countries and people. People can also use computers to type and save paper. Also, people can use computers to talk to people living close or far away from you. Finally, computers can save paper by replacing books. One @MONEY1 the most important reasons why people need computers is because computers can help you learn about and research other things going on in the world. If a student needs to research a country and write a paper about it for school, it is much easier and faster to use a computer than to look through a textbook.Computers are also better and faster than a textbook if you want to know more about a person or a culture. Using computers to type are also faster than writing a paper. Using a computer can save time and money when it comes to typing a paper. When you are typing a paper, you don't have to worry about @CAPS1 handwriting or breaking your pencil. You also don't have to worry abut spelling something wrong because computers can check you spelling and grammar. What you are writting a paper you have in about all @MONEY1 these problems and more. You also have to spend money on pencils and other writting suppplies. Computers also saved people @MONEY1 becase they didn't need to buy paper to make textbooks. Computers also evolved how people can communicate with each other. Before computers were invented, you couldn't talk to people in other countries unless you paid to use a phone or sent them mail. Now, you can send instant mail which saves days @MONEY1 time and paper. You can also use webcams to talk to family members and people you don't know. That can save you a lot @MONEY1 money because you don't have to pay money for postage stamps, phone calls, or plane rides to visit them. Those are some @MONEY1 the best reasons why @CAPS1 a home computer is better than not @CAPS1 one. A home computer can save you time when you want to research a country, person, or culture. They can save you money because you don't have to buy postage stamps, pay for phone calls, or pay for plane rides to visit someone from a different state or country. Computers also help save paper because you no longer need to make large textbooks or use a different price @MONEY1 paper when you make a writting mistake.",9
1264,"Dear @CAPS1 @CAPS2, Computers do not have a positive effect on people. Thanks to computers people arnt being active as much, enjoying nature, or interacting with family and friends. One reason this is true is because people are not exercising, they're too busy playing on the computers. People are gaining weight, which is already a problem in the @LOCATION1 because of unnecissary technology. There are plenty of sports that could be done, such as soccer, baseball, football, and so many more. People seemed to manage fine without computers and were a lot more active before them. Another reason computers don't have a positive effect on people is because they don't go out and enjoy nature. People spend too much time looking up beautiful place and animals when they could easily go explore around outside! Take a walk by the forest or in a local park, even by the beach and you'll see loads of animals. Not to mention, the immense amount of different plants and flowers they have never noticed right behind their very own home! No computers and people could quickly start enjoying nature more often. Thirdly, a reason why computers arn't positive on people is because they're not interacting with other people. Some people are too busy on facebook or myspace, e-mailing or @CAPS3-ing each other. Sometimes they arn't even talking to who they believed they were, it not only dangerous but unhealthy also. Whats wrong with giving someone far away a call? You can actually hear their voice and know its them on the other line! Its rediculous how people will e-mail a friend thats down the street. It would be much simpler and healthier to just walk over to their house. The two of you can chat and take a walk, or play a game, not just sit infront of a screen the whole day. Computers make interacting with other people, in person, a lot more difficult. With computers people are not active enough, don't enjoy nature often, or interact with others as much. They simply are not a positive effect on people. You should also agree and let computers stay to perfessionals.",9
